league,vis_team,home_team,inning,bat_team,batting_team,pitching_team,outs,balls,strikes,vis_score,home_score,batter,bat_hand,pitcher,pitch_hand,catcher,run_on_1st,run_on_2nd,run_on_3rd,is_leadoff,def_pos,lineup_pos,event_type,is_batter_event,is_at_bat,hit_value,is_sac_hit,is_sac_fly,outs_made,batted_ball_type,bat_dest,run_1st_dest,run_2nd_dest,run_3rd_dest,runs_on_play,is_new_game,is_game_end
AL,TEX,ANA,7,1,ANA,TEX,2,0,0,1,3,ohtas001,L,kingj002,L,heimj001,fletd002,,bemba001,F,10,2,16,T,F,0,F,F,0,,1,2,0,3,0,F,F
AL,TEX,ANA,7,1,ANA,TEX,2,0,2,1,3,troum001,R,kingj002,L,heimj001,ohtas001,fletd002,bemba001,F,8,3,2,T,T,0,F,F,1,G,0,1,2,3,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,0,2,0,1,3,kinei001,R,rodrc002,R,bemba001,,,,T,6,1,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,1,3,2,1,3,solan001,R,rodrc002,R,bemba001,,,,F,4,2,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,1,3,2,1,3,gallj002,L,mayem001,R,bemba001,solan001,,,F,9,3,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,1,1,2,1,3,garca005,R,mayem001,R,bemba001,gallj002,solan001,,F,10,4,23,T,T,4,F,F,0,F,4,4,4,0,3,F,F
AL,TEX,ANA,8,0,TEX,ANA,1,1,0,4,3,lowen001,L,mayem001,R,bemba001,,,,F,3,5,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,8,0,TEX,ANA,1,2,2,5,3,holtb002,L,watst001,L,bemba001,,,,F,11,6,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,8,0,TEX,ANA,2,3,2,5,3,heimj001,R,watst001,L,bemba001,,,,F,2,7,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,0,3,2,5,3,walsj001,L,rodrj004,L,heimj001,,,,T,3,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,1,1,1,5,3,uptoj001,R,rodrj004,L,heimj001,,,,F,7,5,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TEX,ANA,8,1,ANA,TEX,2,2,2,5,3,sches001,L,rodrj004,L,heimj001,,,,F,9,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,0,1,0,5,3,white006,R,guerj003,R,bemba001,,,,T,7,8,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,1,3,1,5,3,tavel001,L,guerj003,R,bemba001,,,,F,8,9,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,1,0,0,5,3,kinei001,R,guerj003,R,bemba001,tavel001,,,F,6,1,20,T,T,1,F,F,0,L,2,3,0,0,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,1,3,1,5,3,solan001,R,guerj003,R,bemba001,,kinei001,tavel001,F,4,2,14,T,F,0,F,F,0,,1,0,2,3,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,1,3,1,5,3,gallj002,L,guerj003,R,bemba001,solan001,kinei001,tavel001,F,9,3,14,T,F,0,F,F,0,,1,2,3,4,1,F,F
AL,TEX,ANA,9,0,TEX,ANA,1,2,0,6,3,garca005,R,guerj003,R,bemba001,gallj002,solan001,kinei001,F,10,4,2,T,T,0,F,F,1,P,0,1,2,3,0,F,F
AL,TEX,ANA,9,0,TEX,ANA,2,1,1,6,3,lowen001,L,guerj003,R,bemba001,gallj002,solan001,kinei001,F,3,5,11,F,F,0,F,F,0,,0,2,3,4,1,F,F
AL,TEX,ANA,9,0,TEX,ANA,2,3,2,7,3,lowen001,L,guerj003,R,bemba001,,gallj002,solan001,F,3,5,2,T,T,0,F,F,1,L,0,0,2,3,0,F,F
AL,TEX,ANA,9,1,ANA,TEX,0,1,0,7,3,iglej001,R,kenni001,R,heimj001,,,,T,6,7,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TEX,ANA,9,1,ANA,TEX,0,2,1,7,4,pujoa001,R,kenni001,R,heimj001,,,,F,11,8,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TEX,ANA,9,1,ANA,TEX,1,1,0,7,4,rengl001,L,kenni001,R,heimj001,,,,F,5,9,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TEX,ANA,9,1,ANA,TEX,2,0,1,7,4,fletd002,R,kenni001,R,heimj001,,,,F,4,1,2,T,T,0,F,F,1,G,0,0,0,0,0,F,T
AL,TBA,ANA,1,0,TBA,ANA,0,1,2,0,0,arozr001,R,quinj001,L,suzuk001,,,,T,7,1,3,T,T,0,F,F,1,,0,0,0,0,0,T,F
AL,TBA,ANA,1,0,TBA,ANA,1,1,2,0,0,brosm001,R,quinj001,L,suzuk001,,,,F,5,2,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,1,0,TBA,ANA,2,3,2,0,0,meada001,L,quinj001,L,suzuk001,,,,F,10,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,0,0,1,0,0,fletd002,R,glast001,R,mejif001,,,,T,6,1,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,1,0,2,0,0,ohtas001,L,glast001,R,mejif001,,,,F,10,2,21,T,T,2,F,F,0,G,2,0,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,1,0,0,0,0,troum001,R,glast001,R,mejif001,,ohtas001,,F,8,3,6,F,F,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,2,3,2,0,0,troum001,R,glast001,R,mejif001,,,,F,8,3,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,2,0,1,0,0,renda001,R,glast001,R,mejif001,troum001,,,F,5,4,2,T,T,0,F,F,1,L,0,1,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,0,1,2,0,0,diazy001,R,quinj001,L,suzuk001,,,,T,3,4,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,1,1,2,0,0,margm001,R,quinj001,L,suzuk001,,,,F,9,5,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,2,0,2,0,0,loweb001,L,quinj001,L,suzuk001,,,,F,4,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,0,0,2,0,0,walsj001,L,glast001,R,mejif001,,,,T,9,5,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,1,3,2,0,0,uptoj001,R,glast001,R,mejif001,,,,F,7,6,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,1,2,2,0,0,pujoa001,R,glast001,R,mejif001,uptoj001,,,F,3,7,3,T,T,0,F,F,1,,0,2,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,2,1,2,0,0,rojaj002,L,glast001,R,mejif001,,uptoj001,,F,4,8,3,T,T,0,F,F,1,,0,0,2,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,0,0,0,0,0,mejif001,R,quinj001,L,suzuk001,,,,T,2,7,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,0,0,0,0,0,adamw002,R,quinj001,L,suzuk001,mejif001,,,F,6,8,21,T,T,2,F,F,0,L,2,3,0,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,0,1,2,0,0,kierk001,L,quinj001,L,suzuk001,,adamw002,mejif001,F,8,9,3,T,T,0,F,F,1,,0,0,2,3,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,1,3,2,0,0,arozr001,R,quinj001,L,suzuk001,,adamw002,mejif001,F,7,1,14,T,F,0,F,F,0,,1,0,2,3,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,1,2,2,0,0,brosm001,R,quinj001,L,suzuk001,arozr001,adamw002,mejif001,F,5,2,20,T,T,1,F,F,0,G,1,3,4,4,2,F,F
AL,TBA,ANA,3,0,TBA,ANA,1,1,1,2,0,meada001,L,quinj001,L,suzuk001,brosm001,,arozr001,F,10,3,2,T,T,0,F,F,1,F,0,1,0,3,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,2,0,1,2,0,diazy001,R,quinj001,L,suzuk001,brosm001,,arozr001,F,3,4,20,T,T,1,F,F,0,L,1,2,0,4,1,F,F
AL,TBA,ANA,3,0,TBA,ANA,2,0,1,3,0,margm001,R,quinj001,L,suzuk001,diazy001,brosm001,,F,9,5,20,T,T,1,F,F,0,G,1,3,4,0,1,F,F
AL,TBA,ANA,3,0,TBA,ANA,2,0,2,4,0,loweb001,L,quinj001,L,suzuk001,margm001,,diazy001,F,4,6,9,F,F,0,F,F,0,,0,2,0,3,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,2,1,2,4,0,loweb001,L,quinj001,L,suzuk001,,margm001,diazy001,F,4,6,3,T,T,0,F,F,1,,0,0,2,3,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,0,0,1,4,0,suzuk001,R,glast001,R,mejif001,,,,T,2,9,21,T,T,2,F,F,0,L,2,0,0,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,0,1,1,4,0,fletd002,R,glast001,R,mejif001,,suzuk001,,F,6,1,2,T,T,0,F,F,1,L,0,0,2,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,1,0,2,4,0,ohtas001,L,glast001,R,mejif001,,suzuk001,,F,10,2,3,T,T,0,F,F,1,,0,0,2,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,2,1,2,4,0,troum001,R,glast001,R,mejif001,,suzuk001,,F,8,3,3,T,T,0,F,F,1,,0,0,2,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,0,1,2,4,0,mejif001,R,quinj001,L,suzuk001,,,,T,2,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,1,3,1,4,0,adamw002,R,quinj001,L,suzuk001,,,,F,6,8,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TBA,ANA,4,0,TBA,ANA,1,3,2,5,0,kierk001,L,quinj001,L,suzuk001,,,,F,8,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,2,3,2,5,0,arozr001,R,hoytj001,R,suzuk001,,,,F,7,1,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,0,1,2,5,0,renda001,R,glast001,R,mejif001,,,,T,5,4,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,1,2,2,5,0,walsj001,L,glast001,R,mejif001,,,,F,9,5,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,2,2,2,5,0,uptoj001,R,glast001,R,mejif001,,,,F,7,6,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,0,1,2,5,0,brosm001,R,hoytj001,R,suzuk001,,,,T,5,2,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,1,3,2,5,0,meada001,L,hoytj001,R,suzuk001,,,,F,10,3,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,1,3,0,5,0,diazy001,R,hoytj001,R,suzuk001,meada001,,,F,3,4,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,1,1,1,5,0,margm001,R,sandp002,L,suzuk001,diazy001,meada001,,F,9,5,2,T,T,0,F,F,1,G,1,0,3,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,2,2,2,5,0,loweb001,L,sandp002,L,suzuk001,margm001,,meada001,F,4,6,3,T,T,0,F,F,1,,0,1,0,3,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,0,2,2,5,0,pujoa001,R,glast001,R,mejif001,,,,T,3,7,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,1,1,2,5,0,rojaj002,L,glast001,R,mejif001,,,,F,4,8,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,2,2,1,5,0,suzuk001,R,glast001,R,mejif001,,,,F,2,9,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,0,3,1,5,0,mejif001,R,sandp002,L,suzuk001,,,,T,2,7,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,0,1,2,5,0,adamw002,R,sandp002,L,suzuk001,mejif001,,,F,6,8,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,1,0,2,5,0,kierk001,L,sandp002,L,suzuk001,mejif001,,,F,8,9,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,2,3,0,5,0,arozr001,R,sandp002,L,suzuk001,mejif001,,,F,7,1,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,2,0,2,5,0,brosm001,R,sandp002,L,suzuk001,arozr001,mejif001,,F,5,2,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TBA,ANA,6,1,ANA,TBA,0,3,1,5,0,fletd002,R,glast001,R,mejif001,,,,T,6,1,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,6,1,ANA,TBA,0,0,1,5,0,ohtas001,L,glast001,R,mejif001,fletd002,,,F,10,2,23,T,T,4,F,F,0,F,4,4,0,0,2,F,F
AL,TBA,ANA,6,1,ANA,TBA,0,2,2,5,2,troum001,R,glast001,R,mejif001,,,,F,8,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,6,1,ANA,TBA,1,1,0,5,2,renda001,R,glast001,R,mejif001,,,,F,5,4,23,T,T,4,F,F,0,F,4,0,0,0,1,F,F
AL,TBA,ANA,6,1,ANA,TBA,1,3,0,5,3,walsj001,L,glast001,R,mejif001,,,,F,9,5,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,6,1,ANA,TBA,1,3,2,5,3,uptoj001,R,glast001,R,mejif001,walsj001,,,F,7,6,2,T,T,0,F,F,2,G,0,0,0,0,0,F,F
AL,TBA,ANA,7,0,TBA,ANA,0,2,2,5,3,meada001,L,sandp002,L,suzuk001,,,,T,10,3,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TBA,ANA,7,0,TBA,ANA,1,2,1,5,3,diazy001,R,sandp002,L,suzuk001,,,,F,3,4,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,7,0,TBA,ANA,1,2,1,5,3,margm001,R,guerj003,R,suzuk001,diazy001,,,F,9,5,2,T,T,0,F,F,1,G,0,2,0,0,0,F,F
AL,TBA,ANA,7,0,TBA,ANA,2,2,0,5,3,loweb001,L,guerj003,R,suzuk001,,diazy001,,F,4,6,2,T,T,0,F,F,1,G,0,0,2,0,0,F,F
AL,TBA,ANA,7,1,ANA,TBA,0,1,0,5,3,pujoa001,R,sprij001,L,mejif001,,,,T,3,7,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TBA,ANA,7,1,ANA,TBA,0,1,0,5,3,iglej001,R,sprij001,L,mejif001,pujoa001,,,F,11,8,2,T,T,0,F,F,2,F,0,0,0,0,0,F,F
AL,TBA,ANA,7,1,ANA,TBA,2,1,2,5,3,suzuk001,R,sprij001,L,mejif001,,,,F,2,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,0,2,2,5,3,mejif001,L,guerj003,R,suzuk001,,,,T,2,7,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,1,0,0,5,3,adamw002,R,guerj003,R,suzuk001,,,,F,6,8,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,2,3,2,5,3,kierk001,L,guerj003,R,suzuk001,,,,F,8,9,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,8,0,TBA,ANA,2,1,0,5,3,arozr001,R,guerj003,R,suzuk001,kierk001,,,F,7,1,2,T,T,0,F,F,1,F,0,1,0,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,0,1,1,5,3,fletd002,R,sprij001,L,mejif001,,,,T,4,1,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,1,1,2,5,3,ohtas001,L,sprij001,L,mejif001,,,,F,10,2,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,2,1,1,5,3,troum001,R,sprij001,L,mejif001,,,,F,8,3,20,T,T,1,F,F,0,L,1,0,0,0,0,F,F
AL,TBA,ANA,8,1,ANA,TBA,2,1,2,5,3,sches001,L,thomr007,R,mejif001,troum001,,,F,11,4,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,9,0,TBA,ANA,0,1,2,5,3,brosm001,R,igler001,R,suzuk001,,,,T,5,2,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TBA,ANA,9,0,TBA,ANA,1,1,1,5,3,meada001,L,igler001,R,suzuk001,,,,F,10,3,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,9,0,TBA,ANA,2,1,2,5,3,diazy001,R,igler001,R,suzuk001,,,,F,3,4,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,9,0,TBA,ANA,2,1,1,5,3,margm001,R,igler001,R,suzuk001,wendj002,,,F,9,5,23,T,T,4,F,F,0,F,4,4,0,0,2,F,F
AL,TBA,ANA,9,0,TBA,ANA,2,1,2,7,3,loweb001,L,igler001,R,suzuk001,,,,F,4,6,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,9,1,ANA,TBA,0,3,2,7,3,walsj001,L,castd002,R,mejif001,,,,T,3,5,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,9,1,ANA,TBA,0,3,2,7,3,uptoj001,R,castd002,R,mejif001,walsj001,,,F,7,6,3,T,T,0,F,F,1,,0,1,0,0,0,F,F
AL,TBA,ANA,9,1,ANA,TBA,1,2,2,7,3,pujoa001,R,castd002,R,mejif001,walsj001,,,F,5,7,2,T,T,0,F,F,2,G,0,0,0,0,0,F,T
AL,TBA,ANA,1,0,TBA,ANA,0,3,2,0,0,arozr001,R,cobba001,R,stasm001,,,,T,7,1,3,T,T,0,F,F,1,,0,0,0,0,0,T,F
AL,TBA,ANA,1,0,TBA,ANA,1,2,2,0,0,meada001,L,cobba001,R,stasm001,,,,F,10,2,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TBA,ANA,1,0,TBA,ANA,2,0,0,0,0,margm001,R,cobba001,R,stasm001,,,,F,9,3,18,T,T,0,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,1,0,TBA,ANA,2,0,0,0,0,loweb001,L,cobba001,R,stasm001,margm001,,,F,4,4,20,T,T,1,F,F,0,G,2,5,0,0,1,F,F
AL,TBA,ANA,1,0,TBA,ANA,2,2,2,1,0,diazy001,R,cobba001,R,stasm001,,loweb001,,F,3,5,2,T,T,0,F,F,1,G,0,0,2,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,0,1,2,1,0,fletd002,R,mccls003,L,zunim001,,,,T,4,1,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,0,1,2,1,0,ohtas001,L,mccls003,L,zunim001,fletd002,,,F,10,2,2,T,T,0,F,F,1,F,0,1,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,1,0,0,1,0,troum001,R,mccls003,L,zunim001,fletd002,,,F,8,3,9,F,F,0,F,F,0,,0,2,0,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,1,3,1,1,0,troum001,R,mccls003,L,zunim001,,fletd002,,F,8,3,14,T,F,0,F,F,0,,1,0,2,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,1,0,2,1,0,walsj001,L,mccls003,L,zunim001,troum001,fletd002,,F,9,4,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TBA,ANA,1,1,ANA,TBA,2,0,1,1,0,iglej001,R,mccls003,L,zunim001,troum001,fletd002,,F,6,5,2,T,T,0,F,F,1,G,0,1,2,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,0,2,2,1,0,wendj002,L,cobba001,R,stasm001,,,,T,5,6,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,1,2,2,1,0,zunim001,R,cobba001,R,stasm001,,,,F,2,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,2,3,2,1,0,kierk001,L,cobba001,R,stasm001,,,,F,8,8,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,2,1,0,1,0,adamw002,R,cobba001,R,stasm001,kierk001,,,F,6,9,4,F,F,0,F,F,0,,0,2,0,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,2,3,0,1,0,adamw002,R,cobba001,R,stasm001,,kierk001,,F,6,9,14,T,F,0,F,F,0,,1,0,2,0,0,F,F
AL,TBA,ANA,2,0,TBA,ANA,2,1,2,1,0,arozr001,R,cobba001,R,stasm001,adamw002,kierk001,,F,7,1,3,T,T,0,F,F,1,,0,1,2,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,0,0,0,1,0,uptoj001,R,mccls003,L,zunim001,,,,T,7,6,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,1,1,2,1,0,pujoa001,R,mccls003,L,zunim001,,,,F,3,7,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,2,1,ANA,TBA,2,2,1,1,0,gossp001,R,mccls003,L,zunim001,,,,F,5,8,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,0,3,2,1,0,meada001,L,cobba001,R,stasm001,,,,T,10,2,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,1,0,2,1,0,margm001,R,cobba001,R,stasm001,,,,F,9,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,3,0,TBA,ANA,2,2,2,1,0,loweb001,L,cobba001,R,stasm001,,,,F,4,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,0,0,2,1,0,stasm001,R,mccls003,L,zunim001,,,,T,2,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,1,0,1,1,0,fletd002,R,mccls003,L,zunim001,,,,F,4,1,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,3,1,ANA,TBA,2,1,2,1,0,ohtas001,L,mccls003,L,zunim001,,,,F,10,2,2,T,T,0,F,F,1,F,0,0,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,0,3,1,1,0,diazy001,R,cobba001,R,stasm001,,,,T,3,5,14,T,F,0,F,F,0,,1,0,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,0,3,1,1,0,wendj002,L,cobba001,R,stasm001,diazy001,,,F,5,6,14,T,F,0,F,F,0,,1,2,0,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,0,1,1,1,0,zunim001,R,cobba001,R,stasm001,wendj002,diazy001,,F,2,7,2,T,T,0,F,F,2,G,0,0,3,0,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,2,3,1,1,0,kierk001,L,cobba001,R,stasm001,,,diazy001,F,8,8,14,T,F,0,F,F,0,,1,0,0,3,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,2,1,1,1,0,adamw002,R,cobba001,R,stasm001,kierk001,,diazy001,F,6,9,4,F,F,0,F,F,0,,0,2,0,3,0,F,F
AL,TBA,ANA,4,0,TBA,ANA,2,1,2,1,0,adamw002,R,cobba001,R,stasm001,,kierk001,diazy001,F,6,9,3,T,T,0,F,F,1,,0,0,2,3,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,0,2,2,1,0,troum001,R,mccls003,L,zunim001,,,,T,8,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,1,2,2,1,0,walsj001,L,mccls003,L,zunim001,,,,F,9,4,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,2,0,0,1,0,iglej001,R,mccls003,L,zunim001,,,,F,6,5,21,T,T,2,F,F,0,L,2,0,0,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,2,3,2,1,0,uptoj001,R,mccls003,L,zunim001,,iglej001,,F,7,6,14,T,F,0,F,F,0,,1,0,2,0,0,F,F
AL,TBA,ANA,4,1,ANA,TBA,2,1,2,1,0,pujoa001,R,mccls003,L,zunim001,uptoj001,iglej001,,F,3,7,2,T,T,0,F,F,1,F,0,1,2,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,0,1,1,1,0,arozr001,R,cobba001,R,stasm001,,,,T,7,1,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,0,1,1,1,0,meada001,L,cobba001,R,stasm001,arozr001,,,F,10,2,4,F,F,0,F,F,0,,0,3,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,0,3,2,1,0,meada001,L,cobba001,R,stasm001,,,arozr001,F,10,2,2,T,T,0,F,F,1,G,0,0,0,5,1,F,F
AL,TBA,ANA,5,0,TBA,ANA,1,3,2,2,0,margm001,R,cobba001,R,stasm001,,,,F,9,3,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,5,0,TBA,ANA,2,0,0,2,0,loweb001,L,cobba001,R,stasm001,,,,F,4,4,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,0,0,0,2,0,gossp001,R,patil001,R,zunim001,,,,T,5,8,2,T,T,0,F,F,1,G,0,0,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,1,3,2,2,0,stasm001,R,patil001,R,zunim001,,,,F,2,9,3,T,T,0,F,F,1,,0,0,0,0,0,F,F
AL,TBA,ANA,5,1,ANA,TBA,2,2,1,2,0,fletd002,R,patil001,R,zunim001,,,,F,4,1,2,T,T,0,F,F,1,L,0,0,0,0,0,F,F
AL,TBA,ANA,6,0,TBA,ANA,0,2,2,2,0,diazy001,R,cishs001,R,stasm001,,,,T,3,5,20,T,T,1,F,F,0,G,1,0,0,0,0,F,F
